"","HHSTFIPS","TRAVDAY","WHYTRP90","period","tot_period","tot","prop"
"1787","15",3,"Medical",2,288093.94642,194216936.59097,0.15
"1788","15",3,"Other Social/Rec",1,4369872.007326,194216936.59097,2.25
"1789","15",3,"Shopping",1,1531881.77818,194216936.59097,0.79
"1790","15",3,"Other",1,329524.6217,194216936.59097,0.17
"1791","15",3,"Medical",3,4434176.5335,194216936.59097,2.28
"1792","15",3,"Medical",1,1034225.53214,194216936.59097,0.53
"1793","15",4,"work",5,8621969.251956,274343163.571384,3.14
"1794","15",4,"Other Social/Rec",2,1008517.24952,274343163.571384,0.37
"1795","15",4,"Other Social/Rec",3,21912406.65722,274343163.571384,7.99
"1796","15",4,"Other Social/Rec",1,5735446.12617,274343163.571384,2.09
"1797","15",4,"work",3,1402849.5728,274343163.571384,0.51
"1798","15",4,"Other",3,111518.10984,274343163.571384,0.04
"1799","15",4,"School/Church",7,1351739.8322,274343163.571384,0.49
"1800","15",4,"Visit Friends",4,418920.82773,274343163.571384,0.15
"1801","15",4,"Other Fam / Business",1,6960806.930153,274343163.571384,2.54
"1802","15",4,"Other",1,111518.10984,274343163.571384,0.04
"1803","15",4,"Shopping",3,47127617.744906,274343163.571384,17.18
"1804","15",4,"work-related",2,52307.462125,274343163.571384,0.02
"1805","15",4,"work",6,806958.96333,274343163.571384,0.29
"1806","15",4,"work",7,699859.05257,274343163.571384,0.26
"1807","15",4,"work",8,3760298.78307,274343163.571384,1.37
"1808","15",4,"School/Church",6,1549876.3682,274343163.571384,0.56
"1809","15",4,"School/Church",8,2212279.8666,274343163.571384,0.81
"1810","15",4,"work",4,1553792.756775,274343163.571384,0.57
"1811","15",4,"Shopping",2,3425371.45407,274343163.571384,1.25
"1812","15",4,"Visit Friends",1,2409271.19394,274343163.571384,0.88
"1813","15",4,"Shopping",4,1216557.22388,274343163.571384,0.44
"1814","15",4,"Visit Friends",5,3719393.69569,274343163.571384,1.36
"1815","15",4,"Other Social/Rec",4,1451434.48237,274343163.571384,0.53
"1816","15",4,"Other Social/Rec",5,13877307.0482,274343163.571384,5.06
"1817","15",4,"Visit Friends",8,316923.99154,274343163.571384,0.12
"1818","15",4,"work-related",3,1102882.44407,274343163.571384,0.4
"1819","15",4,"work-related",5,920740.82871,274343163.571384,0.34
"1820","15",4,"work-related",8,920740.82871,274343163.571384,0.34
"1821","15",4,"School/Church",5,5380037.84798,274343163.571384,1.96
"1822","15",4,"Vacation",3,16040080.2214,274343163.571384,5.85
"1823","15",4,"Vacation",8,16040080.2214,274343163.571384,5.85
"1824","15",4,"Other Fam / Business",8,1959699.5637,274343163.571384,0.71
"1825","15",4,"Medical",1,427644.75248,274343163.571384,0.16
"1826","15",4,"Visit Friends",3,17627571.592566,274343163.571384,6.43
"1827","15",4,"Shopping",5,5243181.11685,274343163.571384,1.91
"1828","15",4,"Shopping",7,718924.0274,274343163.571384,0.26
"1829","15",4,"Visit Friends",7,8020040.1107,274343163.571384,2.92
"1830","15",4,"School/Church",1,4132542.0708,274343163.571384,1.51
"1831","15",4,"Other Fam / Business",2,699859.05257,274343163.571384,0.26
"1832","15",4,"Other Fam / Business",3,4849065.5668,274343163.571384,1.77
"1833","15",4,"work-related",4,1959699.5637,274343163.571384,0.71
"1834","15",4,"Medical",5,1045774.60912,274343163.571384,0.38
"1835","15",4,"work",1,8362003.557021,274343163.571384,3.05
"1836","15",4,"work",2,843471.49343,274343163.571384,0.31
"1837","15",4,"Shopping",1,294031.01182,274343163.571384,0.11
"1838","15",4,"Other Social/Rec",8,23692454.88573,274343163.571384,8.64
"1839","15",4,"Medical",2,427644.75248,274343163.571384,0.16
"1840","15",4,"Medical",3,2691974.41564,274343163.571384,0.98
"1841","15",4,"Medical",4,1045774.60912,274343163.571384,0.38
"1842","15",4,"Other Fam / Business",6,1601442.7055,274343163.571384,0.58
"1843","15",4,"Other Fam / Business",4,2545019.71521,274343163.571384,0.93
"1844","15",4,"School/Church",3,3287756.84374,274343163.571384,1.2
"1845","15",4,"Other Social/Rec",6,2622865.26702,274343163.571384,0.96
"1846","15",4,"Other Fam / Business",7,341121.6213,274343163.571384,0.12
"1847","15",4,"Other Fam / Business",5,7684095.519722,274343163.571384,2.8
"1848","15",5,"work",1,13522296.523707,238314981.415054,5.67
"1849","15",5,"Shopping",2,2451000.85901,238314981.415054,1.03
"1850","15",5,"School/Church",5,518602.63094,238314981.415054,0.22
"1851","15",5,"School/Church",2,1066716.2384,238314981.415054,0.45
"1852","15",5,"work-related",5,2377813.8808,238314981.415054,1
"1853","15",5,"Other Fam / Business",3,25973763.786324,238314981.415054,10.9
"1854","15",5,"School/Church",1,5450741.59474,238314981.415054,2.29
"1855","15",5,"Shopping",1,2741167.195456,238314981.415054,1.15
"1856","15",5,"School/Church",4,1855199.05907,238314981.415054,0.78
"1857","15",5,"Other Social/Rec",5,19984235.184254,238314981.415054,8.39
"1858","15",5,"Other Fam / Business",4,3962133.79538,238314981.415054,1.66
"1859","15",5,"work",3,2703725.76255,238314981.415054,1.13
"1860","15",5,"work",5,13796707.823927,238314981.415054,5.79
"1861","15",5,"Visit Friends",3,3712149.39706,238314981.415054,1.56
"1862","15",5,"work",2,1571083.9602,238314981.415054,0.66
"1863","15",5,"work",8,2098027.49159,238314981.415054,0.88
"1864","15",5,"work-related",4,1643064.7251,238314981.415054,0.69
"1865","15",5,"Other Fam / Business",2,3805562.19732,238314981.415054,1.6
"1866","15",5,"Medical",4,790651.80651,238314981.415054,0.33
"1867","15",5,"Other Social/Rec",7,3959856.48866,238314981.415054,1.66
"1868","15",5,"School/Church",3,7875040.97553,238314981.415054,3.3
"1869","15",5,"Medical",3,425802.55357,238314981.415054,0.18
"1870","15",5,"work",6,1571083.9602,238314981.415054,0.66
"1871","15",5,"Shopping",3,14560020.994179,238314981.415054,6.11
"1872","15",5,"Shopping",4,4978045.18958,238314981.415054,2.09
"1873","15",5,"Other Social/Rec",1,1592018.267154,238314981.415054,0.67
"1874","15",5,"Other Fam / Business",1,8925219.79575,238314981.415054,3.75
"1875","15",5,"work",7,352428.49839,238314981.415054,0.15
"1876","15",5,"work-related",1,4061961.43268,238314981.415054,1.7
"1877","15",5,"work-related",3,5128609.58976,238314981.415054,2.15
"1878","15",5,"Other Fam / Business",5,8274617.02987,238314981.415054,3.47
"1879","15",5,"Other Fam / Business",6,357644.12941,238314981.415054,0.15
"1880","15",5,"Other Fam / Business",7,6655710.04215,238314981.415054,2.79
"1881","15",5,"Other Social/Rec",8,816306.17471,238314981.415054,0.34
"1882","15",5,"Visit Friends",6,843808.51608,238314981.415054,0.35
"1883","15",5,"Visit Friends",7,3092102.87114,238314981.415054,1.3
"1884","15",5,"Shopping",5,4519126.812718,238314981.415054,1.9
"1885","15",5,"Other Fam / Business",8,369040.22728,238314981.415054,0.15
"1886","15",5,"Other Social/Rec",3,31459617.69835,238314981.415054,13.2
"1887","15",5,"Other Social/Rec",4,8157893.123104,238314981.415054,3.42
"1888","15",5,"Shopping",8,1571083.9602,238314981.415054,0.66
"1889","15",5,"Other Social/Rec",2,2344743.366871,238314981.415054,0.98
"1890","15",5,"Visit Friends",5,1676983.93357,238314981.415054,0.7
"1891","15",5,"Shopping",7,1571083.9602,238314981.415054,0.66
"1892","15",5,"Shopping",6,1143381.74502,238314981.415054,0.48
"1893","15",5,"Medical",5,2007106.16659,238314981.415054,0.84
"1894","15",6,"work",4,3000877.6091,352934918.061663,0.85
"1895","15",6,"work-related",2,1202179.23059,352934918.061663,0.34
"1896","15",6,"Shopping",3,27841044.39649,352934918.061663,7.89
"1897","15",6,"work",8,861942.24183,352934918.061663,0.24
"1898","15",6,"Shopping",4,8376296.65278,352934918.061663,2.37
"1899","15",6,"work",3,14230410.547439,352934918.061663,4.03
"1900","15",6,"work",7,2313825.99633,352934918.061663,0.66
"1901","15",6,"Other Fam / Business",3,34856087.972568,352934918.061663,9.88
"1902","15",6,"work-related",3,17022360.39403,352934918.061663,4.82
"1903","15",6,"work",5,14990499.72682,352934918.061663,4.25
"1904","15",6,"Other Fam / Business",2,402260.53302,352934918.061663,0.11
"1905","15",6,"work",2,6761948.7869,352934918.061663,1.92
"1906","15",6,"Shopping",2,14657878.41378,352934918.061663,4.15
"1907","15",6,"Other Fam / Business",1,14936593.77548,352934918.061663,4.23
"1908","15",6,"Other Social/Rec",1,13826321.61987,352934918.061663,3.92
"1909","15",6,"Other Social/Rec",2,423057.01898,352934918.061663,0.12
"1910","15",6,"Other Social/Rec",3,26834117.7712,352934918.061663,7.6
"1911","15",6,"Vacation",5,494135.50186,352934918.061663,0.14
"1912","15",6,"Medical",2,229182.8718,352934918.061663,0.06
"1913","15",6,"Medical",3,4391827.5852,352934918.061663,1.24
"1914","15",6,"Visit Friends",1,119907.725834,352934918.061663,0.03
"1915","15",6,"Other Fam / Business",4,848122.43552,352934918.061663,0.24
"1916","15",6,"Other Fam / Business",5,23324863.36545,352934918.061663,6.61
"1917","15",6,"work",1,14496042.957899,352934918.061663,4.11
"1918","15",6,"Shopping",1,1840223.117989,352934918.061663,0.52
"1919","15",6,"Visit Friends",7,2374986.103,352934918.061663,0.67
"1920","15",6,"work-related",5,497147.97056,352934918.061663,0.14
"1921","15",6,"work-related",7,497147.97056,352934918.061663,0.14
"1922","15",6,"Shopping",5,24050461.9871,352934918.061663,6.81
"1923","15",6,"Shopping",7,834443.27729,352934918.061663,0.24
"1924","15",6,"School/Church",4,1122317.9376,352934918.061663,0.32
"1925","15",6,"School/Church",5,1931535.92578,352934918.061663,0.55
"1926","15",6,"School/Church",1,3595372.49875,352934918.061663,1.02
"1927","15",6,"School/Church",3,4493750.1333,352934918.061663,1.27
"1928","15",6,"Other Social/Rec",7,7419310.78593,352934918.061663,2.1
"1929","15",6,"work-related",4,497147.97056,352934918.061663,0.14
"1930","15",6,"School/Church",7,1931535.92578,352934918.061663,0.55
"1931","15",6,"Visit Friends",5,4966508.500876,352934918.061663,1.41
"1932","15",6,"Other Social/Rec",8,6861984.9928,352934918.061663,1.94
"1933","15",6,"Other Social/Rec",5,28650017.436234,352934918.061663,8.12
"1934","15",6,"Other Social/Rec",6,5812638.76037,352934918.061663,1.65
"1935","15",6,"Visit Friends",3,8811965.996154,352934918.061663,2.5
"1936","15",6,"Visit Friends",4,304635.64026,352934918.061663,0.09
"1937","15",7,"School/Church",6,1233880.0784,197039004.820182,0.63
"1938","15",7,"School/Church",5,2232775.41531,197039004.820182,1.13
"1939","15",7,"Vacation",3,147703.31694,197039004.820182,0.07
"1940","15",7,"Other Fam / Business",6,1198593.1565,197039004.820182,0.61
"1941","15",7,"Other Fam / Business",3,18529632.75131,197039004.820182,9.4
"1942","15",7,"Other Fam / Business",4,1015080.04643,197039004.820182,0.52
"1943","15",7,"Other Fam / Business",5,610561.06015,197039004.820182,0.31
"1944","15",7,"Other Fam / Business",1,618618.06696,197039004.820182,0.31
"1945","15",7,"Other Fam / Business",2,777112.63042,197039004.820182,0.39
"1946","15",7,"Visit Friends",1,2917926.46976,197039004.820182,1.48
"1947","15",7,"Visit Friends",2,1595185.7546,197039004.820182,0.81
"1948","15",7,"Visit Friends",3,11913869.39254,197039004.820182,6.05
"1949","15",7,"Visit Friends",4,1595185.7546,197039004.820182,0.81
"1950","15",7,"Other Fam / Business",7,353891.1573,197039004.820182,0.18
"1951","15",7,"Other Fam / Business",8,822543.92768,197039004.820182,0.42
"1952","15",7,"work",3,7070737.8269,197039004.820182,3.59
"1953","15",7,"work",5,6716846.6696,197039004.820182,3.41
"1954","15",7,"work",8,353891.1573,197039004.820182,0.18
"1955","15",7,"Other Social/Rec",1,3304670.84111,197039004.820182,1.68
"1956","15",7,"Other Social/Rec",2,2003252.69132,197039004.820182,1.02
"1957","15",7,"Other Social/Rec",3,25342379.62459,197039004.820182,12.86
"1958","15",7,"Other Social/Rec",4,4352451.10936,197039004.820182,2.21
"1959","15",7,"Other Social/Rec",5,11602132.523158,197039004.820182,5.89
"1960","15",7,"Other Social/Rec",6,345814.77126,197039004.820182,0.18
"1961","15",7,"Other Social/Rec",7,3804673.239588,197039004.820182,1.93
"1962","15",7,"Other Social/Rec",8,5057299.62636,197039004.820182,2.57
"1963","15",7,"Visit Friends",5,3613498.28787,197039004.820182,1.83
"1964","15",7,"Shopping",1,8604831.93244,197039004.820182,4.37
"1965","15",7,"Shopping",2,1017911.380738,197039004.820182,0.52
"1966","15",7,"Shopping",3,38365613.120638,197039004.820182,19.47
"1967","15",7,"Shopping",4,6372728.37628,197039004.820182,3.23
"1968","15",7,"Shopping",5,5236010.39997,197039004.820182,2.66
"1969","15",7,"Shopping",6,10162069.39057,197039004.820182,5.16
"1970","15",7,"Shopping",7,6915530.36157,197039004.820182,3.51
"1971","15",7,"School/Church",1,382910.49069,197039004.820182,0.19
"1972","15",7,"School/Church",2,307992.42311,197039004.820182,0.16
"1973","15",7,"School/Church",3,543199.59686,197039004.820182,0.28
"1974","16",1,"work",1,1535697.9947,104332311.710654,1.47
"1975","16",1,"work",4,1535697.9947,104332311.710654,1.47
"1976","16",1,"Other Social/Rec",4,7699176.33401,104332311.710654,7.38
"1977","16",1,"Other Social/Rec",5,1644394.429162,104332311.710654,1.58
"1978","16",1,"Other Social/Rec",6,2516527.0918,104332311.710654,2.41
"1979","16",1,"Other Fam / Business",8,1584325.8744,104332311.710654,1.52
"1980","16",1,"Visit Friends",1,468874.86528,104332311.710654,0.45
"1981","16",1,"Visit Friends",3,6573125.5957,104332311.710654,6.3
"1982","16",1,"Vacation",5,1535697.9947,104332311.710654,1.47
"1983","16",1,"Shopping",1,2139889.55365,104332311.710654,2.05
"1984","16",1,"Shopping",3,14383289.457761,104332311.710654,13.79
"1985","16",1,"Shopping",4,2559484.13126,104332311.710654,2.45
"1986","16",1,"Other Social/Rec",1,812452.53818,104332311.710654,0.78
"1987","16",1,"Other Social/Rec",2,1258263.5459,104332311.710654,1.21
"1988","16",1,"Other Social/Rec",3,8509132.202961,104332311.710654,8.16
"1989","16",1,"School/Church",3,9734018.55586,104332311.710654,9.33
"1990","16",1,"Other Fam / Business",3,6884789.87648,104332311.710654,6.6
"1991","16",1,"Other Fam / Business",5,251049.34647,104332311.710654,0.24
"1992","16",1,"School/Church",2,936298.10346,104332311.710654,0.9
"1993","16",1,"School/Church",5,7151179.21795,104332311.710654,6.85
"1994","16",1,"Visit Friends",4,3213422.40504,104332311.710654,3.08
"1995","16",1,"Shopping",6,1324160.40692,104332311.710654,1.27
"1996","16",1,"Visit Friends",5,7291755.1822,104332311.710654,6.99
"1997","16",1,"Shopping",5,8335541.38615,104332311.710654,7.99
"1998","16",1,"School/Church",1,3869782.41817,104332311.710654,3.71
"1999","16",1,"work-related",3,584285.20779,104332311.710654,0.56
"2000","16",2,"work",1,15132047.73997,194117684.29813,7.8
"2001","16",2,"Shopping",7,669165.78664,194117684.29813,0.34
"2002","16",2,"Shopping",1,957983.01561,194117684.29813,0.49
"2003","16",2,"Shopping",8,669165.78664,194117684.29813,0.34
"2004","16",2,"work",3,3709328.86272,194117684.29813,1.91
"2005","16",2,"Other Social/Rec",1,3648089.521,194117684.29813,1.88
"2006","16",2,"Shopping",3,13324793.74143,194117684.29813,6.86
"2007","16",2,"Other Social/Rec",2,1990648.807,194117684.29813,1.03
"2008","16",2,"work",8,1241287.72018,194117684.29813,0.64
"2009","16",2,"Other Social/Rec",4,954865.19472,194117684.29813,0.49
"2010","16",2,"Shopping",6,8124559.0984,194117684.29813,4.19
"2011","16",2,"Other Social/Rec",6,5675222.14637,194117684.29813,2.92
"2012","16",2,"work",5,15396189.49769,194117684.29813,7.93
"2013","16",2,"work-related",1,2331350.3648,194117684.29813,1.2
"2014","16",2,"work-related",3,7192640.39375,194117684.29813,3.71
"2015","16",2,"work-related",4,340617.7446,194117684.29813,0.18
"2016","16",2,"work-related",5,2331350.3648,194117684.29813,1.2
"2017","16",2,"Shopping",4,2642324.96675,194117684.29813,1.36
"2018","16",2,"Shopping",5,22456905.8245,194117684.29813,11.57
"2019","16",2,"Medical",3,5176180.48243,194117684.29813,2.67
"2020","16",2,"Other Fam / Business",1,1798722.84257,194117684.29813,0.93
"2021","16",2,"Other Social/Rec",3,5477763.78568,194117684.29813,2.82
"2022","16",2,"Other Fam / Business",3,10448669.93037,194117684.29813,5.38
"2023","16",2,"Other Fam / Business",4,3325334.58396,194117684.29813,1.71
"2024","16",2,"Other Fam / Business",5,6463693.15926,194117684.29813,3.33
"2025","16",2,"Other Social/Rec",7,4110753.35383,194117684.29813,2.12
"2026","16",2,"Other Social/Rec",8,1486084.67042,194117684.29813,0.77
"2027","16",2,"Other Fam / Business",8,669165.78664,194117684.29813,0.34
"2028","16",2,"School/Church",3,2180575.06629,194117684.29813,1.12
"2029","16",2,"School/Church",4,1656168.32172,194117684.29813,0.85
"2030","16",2,"School/Church",5,9499977.348,194117684.29813,4.89
"2031","16",2,"Other Fam / Business",7,2797215.06268,194117684.29813,1.44
"2032","16",2,"Visit Friends",6,333236.62664,194117684.29813,0.17
"2033","16",2,"Medical",5,471005.26243,194117684.29813,0.24
"2034","16",2,"Other Fam / Business",2,5465435.01673,194117684.29813,2.82
"2035","16",2,"Visit Friends",3,1578458.09026,194117684.29813,0.81
"2036","16",2,"Visit Friends",5,2216905.6022,194117684.29813,1.14
"2037","16",2,"Other Social/Rec",5,16449966.71816,194117684.29813,8.47
"2038","16",2,"Other Fam / Business",6,732265.78304,194117684.29813,0.38
"2039","16",2,"School/Church",1,2334483.57339,194117684.29813,1.2
"2040","16",2,"Other",6,328543.32693,194117684.29813,0.17
"2041","16",2,"Other",5,328543.32693,194117684.29813,0.17
"2042","16",3,"work-related",2,5426854.6781,499992071.79042,1.09
"2043","16",3,"work",1,31439456.71853,499992071.79042,6.29
"2044","16",3,"work",4,3355098.04909,499992071.79042,0.67
"2045","16",3,"work",5,26841553.09788,499992071.79042,5.37
"2046","16",3,"Other Social/Rec",3,31887331.21563,499992071.79042,6.38
"2047","16",3,"work-related",1,6870609.66516,499992071.79042,1.37
"2048","16",3,"Other Fam / Business",4,6865285.83095,499992071.79042,1.37
"2049","16",3,"work-related",3,5223821.47956,499992071.79042,1.04
"2050","16",3,"work",2,1327830.8235,499992071.79042,0.27
"2051","16",3,"work-related",5,2059763.45817,499992071.79042,0.41
"2052","16",3,"work",3,20185908.78514,499992071.79042,4.04
"2053","16",3,"School/Church",8,560355.53558,499992071.79042,0.11
"2054","16",3,"work",6,1535803.04359,499992071.79042,0.31
"2055","16",3,"Visit Friends",2,1303893.4831,499992071.79042,0.26
"2056","16",3,"Visit Friends",3,10623740.89698,499992071.79042,2.12
"2057","16",3,"Other Social/Rec",4,5927225.16929,499992071.79042,1.19
"2058","16",3,"Other Fam / Business",5,14296810.60141,499992071.79042,2.86
"2059","16",3,"work-related",4,1765287.4943,499992071.79042,0.35
"2060","16",3,"Other Fam / Business",7,7746916.54214,499992071.79042,1.55
"2061","16",3,"School/Church",5,10190655.21566,499992071.79042,2.04
"2062","16",3,"School/Church",7,3093340.25596,499992071.79042,0.62
"2063","16",3,"Vacation",5,155056.38727,499992071.79042,0.03
"2064","16",3,"Shopping",3,29918860.50143,499992071.79042,5.98
"2065","16",3,"Shopping",4,3916174.34669,499992071.79042,0.78
"2066","16",3,"work",8,6655837.97227,499992071.79042,1.33
"2067","16",3,"Other Social/Rec",2,4766600.4973,499992071.79042,0.95
"2068","16",3,"Shopping",7,11168564.63765,499992071.79042,2.23
"2069","16",3,"Shopping",8,1883584.02175,499992071.79042,0.38
"2070","16",3,"Other Fam / Business",3,31319643.19719,499992071.79042,6.26
"2071","16",3,"School/Church",1,18109934.21027,499992071.79042,3.62
"2072","16",3,"Other Fam / Business",6,3107296.77184,499992071.79042,0.62
"2073","16",3,"Other Social/Rec",7,34435047.23694,499992071.79042,6.89
"2074","16",3,"Medical",2,4553359.96415,499992071.79042,0.91
"2075","16",3,"Shopping",1,1286842.9239,499992071.79042,0.26
"2076","16",3,"Vacation",3,877735.69145,499992071.79042,0.18
"2077","16",3,"Medical",4,6563870.65162,499992071.79042,1.31
"2078","16",3,"Medical",5,1069829.83554,499992071.79042,0.21
"2079","16",3,"Other Social/Rec",1,2156836.3368,499992071.79042,0.43
"2080","16",3,"Visit Friends",1,3825156.3667,499992071.79042,0.77
"2081","16",3,"Other",1,1080035.155,499992071.79042,0.22
"2082","16",3,"Other",5,1080035.155,499992071.79042,0.22
"2083","16",3,"Other Fam / Business",2,3833375.5281,499992071.79042,0.77
"2084","16",3,"Visit Friends",7,6200277.763,499992071.79042,1.24
"2085","16",3,"School/Church",2,915887.20445,499992071.79042,0.18
"2086","16",3,"School/Church",3,7478139.10246,499992071.79042,1.5
"2087","16",3,"School/Church",4,4251533.07868,499992071.79042,0.85
"2088","16",3,"Shopping",5,8217767.01174,499992071.79042,1.64
"2089","16",3,"Shopping",2,6552564.79188,499992071.79042,1.31
"2090","16",3,"Shopping",6,1632593.08086,499992071.79042,0.33
"2091","16",3,"Other Fam / Business",1,18836205.34223,499992071.79042,3.77
"2092","16",3,"Medical",1,2867159.87807,499992071.79042,0.57
"2093","16",3,"Visit Friends",5,11887170.13955,499992071.79042,2.38
"2094","16",3,"Other Social/Rec",5,36792628.57783,499992071.79042,7.36
"2095","16",3,"Other Social/Rec",6,6748018.11915,499992071.79042,1.35
"2096","16",3,"Visit Friends",4,6680542.77942,499992071.79042,1.34
"2097","16",3,"School/Church",6,759189.80946,499992071.79042,0.15
"2098","16",3,"Medical",3,9881175.68306,499992071.79042,1.98
"2099","16",4,"School/Church",7,2311344.40106,280338612.9926,0.82
"2100","16",4,"work",6,4126625.2762,280338612.9926,1.47
"2101","16",4,"Shopping",1,13592546.00458,280338612.9926,4.85
"2102","16",4,"work-related",4,735585.6843,280338612.9926,0.26
"2103","16",4,"work-related",5,960124.24238,280338612.9926,0.34
"2104","16",4,"work",5,12728566.74882,280338612.9926,4.54
"2105","16",4,"Shopping",6,884983.44692,280338612.9926,0.32
"2106","16",4,"School/Church",5,3594288.50288,280338612.9926,1.28
"2107","16",4,"work-related",3,8487315.79566,280338612.9926,3.03
"2108","16",4,"Other Fam / Business",5,16573172.01238,280338612.9926,5.91
"2109","16",4,"Other Fam / Business",7,2161689.33198,280338612.9926,0.77
"2110","16",4,"Medical",5,431531.35464,280338612.9926,0.15
"2111","16",4,"work",3,13119551.64991,280338612.9926,4.68
"2112","16",4,"work",4,2527526.20836,280338612.9926,0.9
"2113","16",4,"Medical",4,1115580.6341,280338612.9926,0.4
"2114","16",4,"Other Social/Rec",1,1814702.43439,280338612.9926,0.65
"2115","16",4,"Shopping",2,9129484.66632,280338612.9926,3.26
"2116","16",4,"Other Fam / Business",3,20178531.50745,280338612.9926,7.2
"2117","16",4,"Other Fam / Business",4,2201341.13055,280338612.9926,0.79
"2118","16",4,"School/Church",1,7917390.04585,280338612.9926,2.82
"2119","16",4,"School/Church",3,1541560.43822,280338612.9926,0.55
"2120","16",4,"work",1,13402587.78766,280338612.9926,4.78
"2121","16",4,"Medical",3,6868874.14511,280338612.9926,2.45
"2122","16",4,"work",8,6981332.09443,280338612.9926,2.49
"2123","16",4,"Other Social/Rec",6,3757942.99467,280338612.9926,1.34
"2124","16",4,"Other Social/Rec",8,588055.92576,280338612.9926,0.21
"2125","16",4,"work",7,4803005.13191,280338612.9926,1.71
"2126","16",4,"work-related",1,1283466.9345,280338612.9926,0.46
"2127","16",4,"Shopping",5,21681932.83042,280338612.9926,7.73
"2128","16",4,"Other Fam / Business",1,11821511.839,280338612.9926,4.22
"2129","16",4,"Other Fam / Business",2,276274.59552,280338612.9926,0.1
"2130","16",4,"Shopping",3,15487164.55519,280338612.9926,5.52
"2131","16",4,"Other Social/Rec",4,4449323.23914,280338612.9926,1.59
"2132","16",4,"Other Social/Rec",5,6991706.92045,280338612.9926,2.49
"2133","16",4,"School/Church",4,4535083.15877,280338612.9926,1.62
"2134","16",4,"Visit Friends",3,1385806.52651,280338612.9926,0.49
"2135","16",4,"Shopping",4,2649399.03036,280338612.9926,0.95
"2136","16",4,"work-related",2,735585.6843,280338612.9926,0.26
"2137","16",4,"Other Social/Rec",7,10939415.84973,280338612.9926,3.9
"2138","16",4,"Medical",2,5220765.8694,280338612.9926,1.86
"2139","16",4,"Other Social/Rec",2,1462064.8004,280338612.9926,0.52
"2140","16",4,"Visit Friends",1,977954.94916,280338612.9926,0.35
"2141","16",4,"Visit Friends",5,1932654.07626,280338612.9926,0.69
"2142","16",4,"Visit Friends",7,383689.7574,280338612.9926,0.14
"2143","16",4,"Medical",1,6504847.09073,280338612.9926,2.32
"2144","16",4,"Shopping",7,3835689.526,280338612.9926,1.37
"2145","16",4,"Visit Friends",4,1385806.52651,280338612.9926,0.49
"2146","16",4,"Other Social/Rec",3,13863229.63636,280338612.9926,4.95
"2147","16",5,"School/Church",4,4828997.58301,251207507.327895,1.92
"2148","16",5,"work",1,7544819.87197,251207507.327895,3
"2149","16",5,"Other",1,4168825.2048,251207507.327895,1.66
"2150","16",5,"School/Church",3,1310742.44271,251207507.327895,0.52
"2151","16",5,"work-related",2,271047.8462,251207507.327895,0.11
"2152","16",5,"Other Fam / Business",6,1382574.67849,251207507.327895,0.55
"2153","16",5,"School/Church",1,8741323.85008,251207507.327895,3.48
"2154","16",5,"work-related",3,2097960.46417,251207507.327895,0.84
"2155","16",5,"Shopping",6,1082177.6921,251207507.327895,0.43
"2156","16",5,"work",3,7936093.10323,251207507.327895,3.16
"2157","16",5,"Other Fam / Business",8,894305.28434,251207507.327895,0.36
"2158","16",5,"Other Fam / Business",5,7492348.84733,251207507.327895,2.98
"2159","16",5,"Medical",2,1050113.533288,251207507.327895,0.42
"2160","16",5,"Shopping",5,14969460.622739,251207507.327895,5.96
"2161","16",5,"work-related",1,271047.8462,251207507.327895,0.11
"2162","16",5,"Other Social/Rec",5,18584244.879069,251207507.327895,7.4
"2163","16",5,"work",2,921400.520979,251207507.327895,0.37
"2164","16",5,"Medical",1,382426.52856,251207507.327895,0.15
"2165","16",5,"Medical",3,8152826.0775,251207507.327895,3.25
"2166","16",5,"Other",3,20612524.3343,251207507.327895,8.21
"2167","16",5,"Other Fam / Business",4,11564157.84287,251207507.327895,4.6
"2168","16",5,"Other Social/Rec",6,952553.87832,251207507.327895,0.38
"2169","16",5,"Other Social/Rec",7,3517801.3722,251207507.327895,1.4
"2170","16",5,"Medical",4,177027.24083,251207507.327895,0.07
"2171","16",5,"Other",5,3776647.692,251207507.327895,1.5
"2172","16",5,"Shopping",4,2338683.65855,251207507.327895,0.93
"2173","16",5,"work",7,4483778.555749,251207507.327895,1.78
"2174","16",5,"work",8,2470196.5252,251207507.327895,0.98
"2175","16",5,"Shopping",3,20895173.163178,251207507.327895,8.32
"2176","16",5,"Other Fam / Business",3,21594475.007258,251207507.327895,8.6
"2177","16",5,"Visit Friends",4,1793675.01523,251207507.327895,0.71
"2178","16",5,"Visit Friends",6,404987.73619,251207507.327895,0.16
"2179","16",5,"Other Fam / Business",2,1197007.456008,251207507.327895,0.48
"2180","16",5,"Other Social/Rec",4,404987.73619,251207507.327895,0.16
"2181","16",5,"Other",7,2047361.8177,251207507.327895,0.82
"2182","16",5,"Vacation",4,809975.47238,251207507.327895,0.32
"2183","16",5,"Other",4,9674758.7711,251207507.327895,3.85
"2184","16",5,"work",5,7046592.47708,251207507.327895,2.81
"2185","16",5,"work",6,1082177.6921,251207507.327895,0.43
"2186","16",5,"Shopping",2,3053083.59567,251207507.327895,1.22
"2187","16",5,"Vacation",7,1129846.4154,251207507.327895,0.45
"2188","16",5,"Vacation",8,1129846.4154,251207507.327895,0.45
"2189","16",5,"Other Fam / Business",1,11951524.850138,251207507.327895,4.76
