"","HHSTFIPS","TRAVDAY","WHYTRP90","period","tot_period","tot","prop"
"10194","39",1,"Other Social/Rec",7,3952334.97792,1132116563.51987,0.35
"10195","39",1,"Other Social/Rec",4,15271111.52026,1132116563.51987,1.35
"10196","39",1,"Other Social/Rec",5,70651765.60859,1132116563.51987,6.24
"10197","39",1,"Visit Friends",8,36217498.82149,1132116563.51987,3.2
"10198","39",1,"School/Church",3,84952570.60053,1132116563.51987,7.5
"10199","39",1,"Visit Friends",6,2032373.79878,1132116563.51987,0.18
"10200","39",1,"Visit Friends",7,40449301.92813,1132116563.51987,3.57
"10201","39",1,"Other Social/Rec",1,10879069.32913,1132116563.51987,0.96
"10202","39",1,"Shopping",3,89080059.72782,1132116563.51987,7.87
"10203","39",1,"School/Church",5,18244698.1319,1132116563.51987,1.61
"10204","39",1,"School/Church",7,13749820.0522,1132116563.51987,1.21
"10205","39",1,"work-related",3,2246592.3592,1132116563.51987,0.2
"10206","39",1,"Shopping",4,89467896.13277,1132116563.51987,7.9
"10207","39",1,"Shopping",1,11579887.07926,1132116563.51987,1.02
"10208","39",1,"Shopping",2,5820669.389,1132116563.51987,0.51
"10209","39",1,"School/Church",1,53090596.84088,1132116563.51987,4.69
"10210","39",1,"School/Church",2,41712219.92897,1132116563.51987,3.68
"10211","39",1,"Other Social/Rec",8,8334265.53535,1132116563.51987,0.74
"10212","39",2,"work",6,4349893.7674,926902128.63665,0.47
"10213","39",2,"Other Fam / Business",1,33576142.42695,926902128.63665,3.62
"10214","39",2,"work",5,9034493.77784,926902128.63665,0.97
"10215","39",2,"Vacation",3,2738380.66272,926902128.63665,0.3
"10216","39",2,"Other Fam / Business",2,19219943.89427,926902128.63665,2.07
"10217","39",2,"work",2,3610215.74731,926902128.63665,0.39
"10218","39",2,"work",3,26428763.50711,926902128.63665,2.85
"10219","39",2,"Vacation",5,731378.55745,926902128.63665,0.08
"10220","39",2,"Other Fam / Business",3,91013432.41615,926902128.63665,9.82
"10221","39",2,"Shopping",2,15441290.01097,926902128.63665,1.67
"10222","39",2,"work",8,13440876.06553,926902128.63665,1.45
"10223","39",2,"work",4,6589831.5645,926902128.63665,0.71
"10224","39",2,"work",1,32091237.23507,926902128.63665,3.46
"10225","39",2,"work-related",5,7064620.5775,926902128.63665,0.76
"10226","39",2,"work-related",7,4847049.2965,926902128.63665,0.52
"10227","39",2,"work-related",1,2217571.281,926902128.63665,0.24
"10228","39",2,"Shopping",1,13783838.98361,926902128.63665,1.49
"10229","39",2,"Visit Friends",1,26170239.2507,926902128.63665,2.82
"10230","39",2,"Visit Friends",2,2161953.4056,926902128.63665,0.23
"10231","39",2,"Visit Friends",3,35479756.67997,926902128.63665,3.83
"10232","39",2,"work-related",3,1679416.3977,926902128.63665,0.18
"10233","39",2,"Visit Friends",5,19254384.27699,926902128.63665,2.08
"10234","39",2,"Visit Friends",7,9357620.6986,926902128.63665,1.01
"10235","39",2,"School/Church",3,4289227.47305,926902128.63665,0.46
"10236","39",2,"Visit Friends",4,9357620.6986,926902128.63665,1.01
"10237","39",2,"Other Fam / Business",4,10301388.94595,926902128.63665,1.11
"10238","39",2,"Other Fam / Business",5,14611327.6108,926902128.63665,1.58
"10239","39",2,"Other Fam / Business",6,2892916.27697,926902128.63665,0.31
"10240","39",2,"School/Church",4,4019725.965,926902128.63665,0.43
"10241","39",2,"Other Social/Rec",1,6285477.1512,926902128.63665,0.68
"10242","39",2,"Other Social/Rec",2,1769558.1938,926902128.63665,0.19
"10243","39",2,"Other Social/Rec",3,69064845.1964,926902128.63665,7.45
"10244","39",2,"Other Social/Rec",4,4730470.5559,926902128.63665,0.51
"10245","39",2,"Other Social/Rec",5,41191599.55589,926902128.63665,4.44
"10246","39",2,"Other Social/Rec",6,14335900.0408,926902128.63665,1.55
"10247","39",2,"Other Social/Rec",7,35654952.35109,926902128.63665,3.85
"10248","39",2,"Other",1,1619127.7932,926902128.63665,0.17
"10249","39",2,"Shopping",3,130599470.38264,926902128.63665,14.09
"10250","39",2,"School/Church",5,2746360.7636,926902128.63665,0.3
"10251","39",2,"Shopping",5,60265209.66608,926902128.63665,6.5
"10252","39",2,"Shopping",6,4737295.2853,926902128.63665,0.51
"10253","39",2,"work-related",8,2177846.4596,926902128.63665,0.23
"10254","39",2,"Shopping",8,3888463.4345,926902128.63665,0.42
"10255","39",2,"Other Fam / Business",8,2173418.5372,926902128.63665,0.23
"10256","39",2,"Medical",1,7676768.79336,926902128.63665,0.83
"10257","39",2,"Medical",2,6356227.37136,926902128.63665,0.69
"10258","39",2,"Medical",3,41429888.04175,926902128.63665,4.47
"10259","39",2,"Medical",4,949763.02923,926902128.63665,0.1
"10260","39",2,"Medical",5,4843367.9468,926902128.63665,0.52
"10261","39",2,"School/Church",2,4049171.21255,926902128.63665,0.44
"10262","39",2,"Other Social/Rec",8,16421620.62866,926902128.63665,1.77
"10263","39",2,"Shopping",4,4351984.47605,926902128.63665,0.47
"10264","39",2,"work",7,2197646.0464,926902128.63665,0.24
"10265","39",2,"Vacation",1,2690495.8212,926902128.63665,0.29
"10266","39",2,"Shopping",7,14694448.93961,926902128.63665,1.59
"10267","39",2,"Other Fam / Business",7,7228288.21977,926902128.63665,0.78
"10268","39",2,"School/Church",1,7017925.2909,926902128.63665,0.76
"10269","39",3,"work-related",2,3742813.23101,1464930995.64917,0.26
"10270","39",3,"work-related",3,14824319.48871,1464930995.64917,1.01
"10271","39",3,"work-related",5,4746986.024,1464930995.64917,0.32
"10272","39",3,"Shopping",6,33353467.94204,1464930995.64917,2.28
"10273","39",3,"Shopping",7,7820878.0388,1464930995.64917,0.53
"10274","39",3,"work-related",4,6141507.1707,1464930995.64917,0.42
"10275","39",3,"Visit Friends",1,328050.92652,1464930995.64917,0.02
"10276","39",3,"Visit Friends",2,981247.64174,1464930995.64917,0.07
"10277","39",3,"Visit Friends",4,3155900.14723,1464930995.64917,0.22
"10278","39",3,"Visit Friends",5,25511102.99537,1464930995.64917,1.74
"10279","39",3,"School/Church",3,46197816.92834,1464930995.64917,3.15
"10280","39",3,"work-related",1,14296356.01728,1464930995.64917,0.98
"10281","39",3,"Shopping",1,15488347.1574,1464930995.64917,1.06
"10282","39",3,"Shopping",2,15205522.7538,1464930995.64917,1.04
"10283","39",3,"Shopping",3,103702600.98138,1464930995.64917,7.08
"10284","39",3,"Shopping",4,13470588.45526,1464930995.64917,0.92
"10285","39",3,"Shopping",5,127038576.31064,1464930995.64917,8.67
"10286","39",3,"work",8,13773138.529,1464930995.64917,0.94
"10287","39",3,"Shopping",8,3735924.4084,1464930995.64917,0.26
"10288","39",3,"Medical",1,12620994.2531,1464930995.64917,0.86
"10289","39",3,"Other Social/Rec",1,2853968.7182,1464930995.64917,0.19
"10290","39",3,"Visit Friends",3,8996127.34298,1464930995.64917,0.61
"10291","39",3,"Medical",5,1732009.87896,1464930995.64917,0.12
"10292","39",3,"work",1,74087005.75999,1464930995.64917,5.06
"10293","39",3,"Visit Friends",6,2824188.36364,1464930995.64917,0.19
"10294","39",3,"Visit Friends",7,15933193.89383,1464930995.64917,1.09
"10295","39",3,"Visit Friends",8,765012.60209,1464930995.64917,0.05
"10296","39",3,"School/Church",6,981247.64174,1464930995.64917,0.07
"10297","39",3,"School/Church",7,3001521.2644,1464930995.64917,0.2
"10298","39",3,"work",7,1030102.6551,1464930995.64917,0.07
"10299","39",3,"Other Fam / Business",4,25525915.80185,1464930995.64917,1.74
"10300","39",3,"Medical",4,1732009.87896,1464930995.64917,0.12
"10301","39",3,"Other Fam / Business",5,29141080.26218,1464930995.64917,1.99
"10302","39",3,"Medical",2,6461472.53119,1464930995.64917,0.44
"10303","39",3,"Medical",3,5628600.13935,1464930995.64917,0.38
"10304","39",3,"work",4,11104241.17478,1464930995.64917,0.76
"10305","39",3,"School/Church",1,76179750.6396,1464930995.64917,5.2
"10306","39",3,"work",2,9124874.67,1464930995.64917,0.62
"10307","39",3,"work",3,49756622.79479,1464930995.64917,3.4
"10308","39",3,"Other Fam / Business",7,12851952.4901,1464930995.64917,0.88
"10309","39",3,"work",5,89257281.8308,1464930995.64917,6.09
"10310","39",3,"work",6,13195407.2385,1464930995.64917,0.9
"10311","39",3,"Other Fam / Business",3,96276408.62679,1464930995.64917,6.57
"10312","39",3,"Other Social/Rec",5,68876706.97591,1464930995.64917,4.7
"10313","39",3,"Other Social/Rec",2,2544984.7013,1464930995.64917,0.17
"10314","39",3,"Other Social/Rec",3,138339037.72267,1464930995.64917,9.44
"10315","39",3,"Other Fam / Business",6,1744621.31221,1464930995.64917,0.12
"10316","39",3,"Vacation",8,15898821.0383,1464930995.64917,1.09
"10317","39",3,"School/Church",4,16220489.983,1464930995.64917,1.11
"10318","39",3,"Other Fam / Business",1,87483846.45742,1464930995.64917,5.97
"10319","39",3,"Other Social/Rec",4,13987767.67093,1464930995.64917,0.95
"10320","39",3,"Other Social/Rec",8,10635087.32768,1464930995.64917,0.73
"10321","39",3,"Vacation",6,4857154.5178,1464930995.64917,0.33
"10322","39",3,"Other Social/Rec",6,5655282.0092,1464930995.64917,0.39
"10323","39",3,"Other Fam / Business",2,27911975.79546,1464930995.64917,1.91
"10324","39",3,"Other Social/Rec",7,34167948.91435,1464930995.64917,2.33
"10325","39",3,"Vacation",3,20263394.3172,1464930995.64917,1.38
"10326","39",3,"School/Church",5,11767741.3052,1464930995.64917,0.8
"10327","39",4,"work-related",4,6751780.4924,906999085.17565,0.74
"10328","39",4,"work-related",2,2137696.9477,906999085.17565,0.24
"10329","39",4,"Visit Friends",5,14595589.03331,906999085.17565,1.61
"10330","39",4,"work",1,65232154.8408,906999085.17565,7.19
"10331","39",4,"work-related",3,14858160.3302,906999085.17565,1.64
"10332","39",4,"work-related",1,19234247.7289,906999085.17565,2.12
"10333","39",4,"Visit Friends",4,4208328.09121,906999085.17565,0.46
"10334","39",4,"work-related",7,1693288.9947,906999085.17565,0.19
"10335","39",4,"work-related",8,3386577.9894,906999085.17565,0.37
"10336","39",4,"Shopping",1,1206548.82493,906999085.17565,0.13
"10337","39",4,"work-related",5,5627739.2292,906999085.17565,0.62
"10338","39",4,"School/Church",1,15976361.8081,906999085.17565,1.76
"10339","39",4,"School/Church",3,12200299.0693,906999085.17565,1.35
"10340","39",4,"Shopping",4,30966111.41752,906999085.17565,3.41
"10341","39",4,"Shopping",5,51341364.57733,906999085.17565,5.66
"10342","39",4,"work",4,9381328.73993,906999085.17565,1.03
"10343","39",4,"Shopping",2,690550.31996,906999085.17565,0.08
"10344","39",4,"work",2,902389.70317,906999085.17565,0.1
"10345","39",4,"work",3,68195439.65604,906999085.17565,7.52
"10346","39",4,"Medical",2,2302088.9544,906999085.17565,0.25
"10347","39",4,"Shopping",6,10432863.223,906999085.17565,1.15
"10348","39",4,"Shopping",3,72035178.12928,906999085.17565,7.94
"10349","39",4,"Medical",1,5634660.5158,906999085.17565,0.62
"10350","39",4,"Visit Friends",3,17398461.64351,906999085.17565,1.92
"10351","39",4,"Other Social/Rec",2,590930.04848,906999085.17565,0.07
"10352","39",4,"Other Social/Rec",3,19007865.58721,906999085.17565,2.1
"10353","39",4,"School/Church",4,1553640.6623,906999085.17565,0.17
"10354","39",4,"Visit Friends",6,12081736.8025,906999085.17565,1.33
"10355","39",4,"Other",4,1875163.044,906999085.17565,0.21
"10356","39",4,"Other Social/Rec",7,8173208.86297,906999085.17565,0.9
"10357","39",4,"Other Social/Rec",8,1553640.6623,906999085.17565,0.17
"10358","39",4,"work",5,49099133.22937,906999085.17565,5.41
"10359","39",4,"work",6,13250921.351,906999085.17565,1.46
"10360","39",4,"work",7,11081417.0931,906999085.17565,1.22
"10361","39",4,"work",8,32474939.54303,906999085.17565,3.58
"10362","39",4,"Visit Friends",1,2930277.883,906999085.17565,0.32
"10363","39",4,"Visit Friends",2,2773448.0664,906999085.17565,0.31
"10364","39",4,"Shopping",8,879494.83393,906999085.17565,0.1
"10365","39",4,"Vacation",7,2817330.2579,906999085.17565,0.31
"10366","39",4,"Other Social/Rec",4,7739847.4408,906999085.17565,0.85
"10367","39",4,"Other Social/Rec",5,18196132.69249,906999085.17565,2.01
"10368","39",4,"Other Social/Rec",6,10097732.8864,906999085.17565,1.11
"10369","39",4,"Other Fam / Business",1,41927416.12205,906999085.17565,4.62
"10370","39",4,"Other Fam / Business",2,21436307.85348,906999085.17565,2.36
"10371","39",4,"Other Fam / Business",3,57888847.05199,906999085.17565,6.38
"10372","39",4,"Other Fam / Business",4,12585982.03148,906999085.17565,1.39
"10373","39",4,"Other Fam / Business",5,29881452.84718,906999085.17565,3.29
"10374","39",4,"Medical",3,31451264.06484,906999085.17565,3.47
"10375","39",4,"Medical",5,3228696.8296,906999085.17565,0.36
"10376","39",4,"Shopping",7,9047529.4289,906999085.17565,1
"10377","39",4,"Other Social/Rec",1,3435472.51048,906999085.17565,0.38
"10378","39",4,"School/Church",6,9801992.5726,906999085.17565,1.08
"10379","39",4,"Visit Friends",8,1097593.78301,906999085.17565,0.12
"10380","39",4,"Other",6,1875163.044,906999085.17565,0.21
"10381","39",4,"School/Church",5,24101550.02558,906999085.17565,2.66
"10382","39",4,"School/Church",8,879494.83393,906999085.17565,0.1
"10383","39",4,"Other Fam / Business",6,5725562.9673,906999085.17565,0.63
"10384","39",4,"Other",8,1875163.044,906999085.17565,0.21
"10385","39",4,"Other Fam / Business",7,5357611.87783,906999085.17565,0.59
"10386","39",4,"Other Fam / Business",8,655199.64887,906999085.17565,0.07
"10387","39",4,"School/Church",7,12180713.43126,906999085.17565,1.34
"10388","39",5,"Medical",4,15691459.5624,1145053945.84534,1.37
"10389","39",5,"Visit Friends",4,6012990.0176,1145053945.84534,0.53
"10390","39",5,"Other Fam / Business",4,33361425.32944,1145053945.84534,2.91
"10391","39",5,"work-related",6,965834.90764,1145053945.84534,0.08
"10392","39",5,"Medical",3,22049909.50786,1145053945.84534,1.93
"10393","39",5,"Vacation",3,3525648.0613,1145053945.84534,0.31
"10394","39",5,"Visit Friends",3,19139032.318,1145053945.84534,1.67
"10395","39",5,"Shopping",4,5981901.84011,1145053945.84534,0.52
"10396","39",5,"Shopping",5,15851308.50104,1145053945.84534,1.38
"10397","39",5,"Vacation",6,3525648.0613,1145053945.84534,0.31
"10398","39",5,"Medical",2,1208172.1703,1145053945.84534,0.11
"10399","39",5,"Other Social/Rec",2,316110.15586,1145053945.84534,0.03
"10400","39",5,"Other Social/Rec",3,36770391.13106,1145053945.84534,3.21
"10401","39",5,"work-related",2,3648590.5918,1145053945.84534,0.32
"10402","39",5,"Shopping",3,113588461.03574,1145053945.84534,9.92
"10403","39",5,"work-related",3,6478964.71212,1145053945.84534,0.57
"10404","39",5,"work-related",5,14831925.775,1145053945.84534,1.3
"10405","39",5,"Shopping",1,3803620.48299,1145053945.84534,0.33
"10406","39",5,"Shopping",2,4326851.78338,1145053945.84534,0.38
"10407","39",5,"work",5,51218530.55809,1145053945.84534,4.47
"10408","39",5,"Other Fam / Business",5,52845839.67203,1145053945.84534,4.62
"10409","39",5,"Other Fam / Business",6,13222848.8724,1145053945.84534,1.15
"10410","39",5,"Shopping",6,5759651.6613,1145053945.84534,0.5
"10411","39",5,"Other Social/Rec",1,5192097.41201,1145053945.84534,0.45
"10412","39",5,"Shopping",8,4865321.4623,1145053945.84534,0.42
"10413","39",5,"Other",1,5710523.4706,1145053945.84534,0.5
"10414","39",5,"work-related",1,27137784.4438,1145053945.84534,2.37
"10415","39",5,"Other Social/Rec",5,159844492.58369,1145053945.84534,13.96
"10416","39",5,"Medical",1,3068584.29881,1145053945.84534,0.27
"10417","39",5,"Other Fam / Business",1,29317022.47472,1145053945.84534,2.56
"10418","39",5,"Other Fam / Business",2,1331896.9552,1145053945.84534,0.12
"10419","39",5,"Other Fam / Business",3,91113153.51779,1145053945.84534,7.96
"10420","39",5,"Other Social/Rec",7,4597286.2897,1145053945.84534,0.4
"10421","39",5,"work",6,1530694.8773,1145053945.84534,0.13
"10422","39",5,"work",7,8720962.24292,1145053945.84534,0.76
"10423","39",5,"work",8,21166780.35912,1145053945.84534,1.85
"10424","39",5,"Shopping",7,17895925.7952,1145053945.84534,1.56
"10425","39",5,"Visit Friends",2,1701222.63019,1145053945.84534,0.15
"10426","39",5,"Visit Friends",1,4025763.9892,1145053945.84534,0.35
"10427","39",5,"Other",4,5710523.4706,1145053945.84534,0.5
"10428","39",5,"Visit Friends",5,3835484.28083,1145053945.84534,0.33
"10429","39",5,"Visit Friends",6,5309771.1887,1145053945.84534,0.46
"10430","39",5,"Visit Friends",7,1623482.6517,1145053945.84534,0.14
"10431","39",5,"Visit Friends",8,8628680.9545,1145053945.84534,0.75
"10432","39",5,"School/Church",8,5187267.7899,1145053945.84534,0.45
"10433","39",5,"Other Social/Rec",4,4130913.3862,1145053945.84534,0.36
"10434","39",5,"Other Social/Rec",8,9946983.2659,1145053945.84534,0.87
"10435","39",5,"work-related",8,965834.90764,1145053945.84534,0.08
"10436","39",5,"School/Church",2,5119248.503,1145053945.84534,0.45
"10437","39",5,"work",4,25954158.3993,1145053945.84534,2.27
"10438","39",5,"Other Fam / Business",8,3035006.5511,1145053945.84534,0.27
"10439","39",5,"Other Fam / Business",7,5809530.2159,1145053945.84534,0.51
"10440","39",5,"work",3,31658736.61608,1145053945.84534,2.76
"10441","39",5,"School/Church",1,30999878.6803,1145053945.84534,2.71
"10442","39",5,"work",1,64833401.86115,1145053945.84534,5.66
"10443","39",5,"work",2,5225955.2573,1145053945.84534,0.46
"10444","39",5,"School/Church",5,20542937.0008,1145053945.84534,1.79
"10445","39",5,"School/Church",6,8690536.2139,1145053945.84534,0.76
"10446","39",5,"School/Church",3,30687945.5743,1145053945.84534,2.68
"10447","39",5,"School/Church",4,22908756.2563,1145053945.84534,2
"10448","39",5,"School/Church",7,15135555.1201,1145053945.84534,1.32
"10449","39",5,"Other Social/Rec",6,7768728.18853,1145053945.84534,0.68
"10450","39",6,"Visit Friends",8,55810748.1963,1352614773.75269,4.13
"10451","39",6,"Visit Friends",4,16466531.33826,1352614773.75269,1.22
"10452","39",6,"Visit Friends",6,47372847.10357,1352614773.75269,3.5
"10453","39",6,"School/Church",7,26812000.594,1352614773.75269,1.98
"10454","39",6,"Medical",1,400580.45765,1352614773.75269,0.03
"10455","39",6,"Visit Friends",5,8947873.65226,1352614773.75269,0.66
"10456","39",6,"Shopping",1,2095173.17291,1352614773.75269,0.15
"10457","39",6,"School/Church",5,51238984.13641,1352614773.75269,3.79
"10458","39",6,"work",1,55922837.8446,1352614773.75269,4.13
"10459","39",6,"School/Church",8,632546.98631,1352614773.75269,0.05
"10460","39",6,"Vacation",5,2092649.5131,1352614773.75269,0.15
"10461","39",6,"School/Church",4,27283636.87532,1352614773.75269,2.02
"10462","39",6,"Medical",2,20347067.8529,1352614773.75269,1.5
"10463","39",6,"Visit Friends",3,43941374.5398,1352614773.75269,3.25
"10464","39",6,"work",2,6247649.0337,1352614773.75269,0.46
"10465","39",6,"work",3,8923649.06838,1352614773.75269,0.66
"10466","39",6,"work",4,31243863.97807,1352614773.75269,2.31
"10467","39",6,"Medical",3,59172713.8544,1352614773.75269,4.37
"10468","39",6,"Shopping",3,75014975.85303,1352614773.75269,5.55
"10469","39",6,"Shopping",4,62407178.33747,1352614773.75269,4.61
"10470","39",6,"Shopping",5,57193799.90998,1352614773.75269,4.23
"10471","39",6,"Shopping",2,417029.09591,1352614773.75269,0.03
"10472","39",6,"Shopping",7,5715687.50163,1352614773.75269,0.42
"10473","39",6,"Visit Friends",1,11489668.2352,1352614773.75269,0.85
"10474","39",6,"School/Church",3,22021022.4129,1352614773.75269,1.63
"10475","39",6,"work-related",1,4768073.619,1352614773.75269,0.35
"10476","39",6,"work-related",2,4933543.7918,1352614773.75269,0.36
"10477","39",6,"work-related",3,12739669.7882,1352614773.75269,0.94
"10478","39",6,"work-related",4,1333887.6078,1352614773.75269,0.1
"10479","39",6,"work-related",8,1699239.4188,1352614773.75269,0.13
"10480","39",6,"Other Social/Rec",7,11027152.34636,1352614773.75269,0.82
"10481","39",6,"work",5,46711367.28005,1352614773.75269,3.45
"10482","39",6,"work",7,21806139.2471,1352614773.75269,1.61
"10483","39",6,"work",8,45316878.26338,1352614773.75269,3.35
"10484","39",6,"Shopping",6,19179703.82332,1352614773.75269,1.42
"10485","39",6,"Other Fam / Business",8,20615513.8884,1352614773.75269,1.52
"10486","39",6,"Other Fam / Business",7,4391113.75928,1352614773.75269,0.32
"10487","39",6,"School/Church",1,85363064.42132,1352614773.75269,6.31
"10488","39",6,"Other Social/Rec",1,15401135.07431,1352614773.75269,1.14
"10489","39",6,"Other Social/Rec",2,4484942.76444,1352614773.75269,0.33
"10490","39",6,"Other Social/Rec",3,20590528.39009,1352614773.75269,1.52
"10491","39",6,"Other Social/Rec",4,5472100.1518,1352614773.75269,0.4
"10492","39",6,"Other Social/Rec",5,56300834.44399,1352614773.75269,4.16
"10493","39",6,"Other Fam / Business",1,38363524.24174,1352614773.75269,2.84
"10494","39",6,"Other Fam / Business",2,482460.82932,1352614773.75269,0.04
"10495","39",6,"Other Fam / Business",3,44332130.12949,1352614773.75269,3.28
"10496","39",6,"Other Fam / Business",4,22027297.61034,1352614773.75269,1.63
"10497","39",6,"Other Fam / Business",5,67897371.94402,1352614773.75269,5.02
"10498","39",6,"Other Fam / Business",6,5605184.77252,1352614773.75269,0.41
"10499","39",6,"Other",5,925341.74597,1352614773.75269,0.07
"10500","39",6,"Other Social/Rec",8,8396203.219,1352614773.75269,0.62
"10501","39",6,"Other Social/Rec",6,79633245.52668,1352614773.75269,5.89
"10502","39",6,"Other",3,3190530.67401,1352614773.75269,0.24
"10503","39",6,"Other",2,414505.4361,1352614773.75269,0.03
"10504","39",7,"Vacation",1,481528.74871,1075241289.65296,0.04
"10505","39",7,"Shopping",2,7569061.67528,1075241289.65296,0.7
"10506","39",7,"Other Fam / Business",8,16017354.81552,1075241289.65296,1.49
"10507","39",7,"Vacation",6,3794296.77838,1075241289.65296,0.35
"10508","39",7,"Other Fam / Business",7,6130847.8268,1075241289.65296,0.57
"10509","39",7,"Visit Friends",5,41370868.05839,1075241289.65296,3.85
"10510","39",7,"Vacation",3,2936735.7336,1075241289.65296,0.27
"10511","39",7,"Visit Friends",3,9694571.21457,1075241289.65296,0.9
"10512","39",7,"Shopping",1,19688535.21874,1075241289.65296,1.83
"10513","39",7,"work",5,20630766.5518,1075241289.65296,1.92
"10514","39",7,"work",6,4305949.8427,1075241289.65296,0.4
"10515","39",7,"work",7,10570806.0925,1075241289.65296,0.98
"10516","39",7,"work",8,5226141.2098,1075241289.65296,0.49
"10517","39",7,"Other Fam / Business",6,6666414.21516,1075241289.65296,0.62
"10518","39",7,"Visit Friends",1,786057.67308,1075241289.65296,0.07
"10519","39",7,"Visit Friends",2,2866119.9377,1075241289.65296,0.27
"10520","39",7,"School/Church",2,899068.67223,1075241289.65296,0.08
"10521","39",7,"Visit Friends",4,535566.38836,1075241289.65296,0.05
"10522","39",7,"School/Church",5,28261535.30985,1075241289.65296,2.63
"10523","39",7,"work",1,11036640.6072,1075241289.65296,1.03
"10524","39",7,"work",2,712447.1555,1075241289.65296,0.07
"10525","39",7,"work",3,13614466.3149,1075241289.65296,1.27
"10526","39",7,"Visit Friends",8,20639459.04245,1075241289.65296,1.92
"10527","39",7,"Other Fam / Business",1,4678821.2087,1075241289.65296,0.44
"10528","39",7,"Other Fam / Business",2,1902018.6993,1075241289.65296,0.18
"10529","39",7,"Other Fam / Business",3,54971594.06592,1075241289.65296,5.11
"10530","39",7,"Other Fam / Business",4,13841474.74478,1075241289.65296,1.29
"10531","39",7,"Other Fam / Business",5,30574732.39544,1075241289.65296,2.84
"10532","39",7,"School/Church",1,7674528.93,1075241289.65296,0.71
"10533","39",7,"work-related",3,3330102.7454,1075241289.65296,0.31
"10534","39",7,"School/Church",3,449502.24256,1075241289.65296,0.04
"10535","39",7,"Other Social/Rec",1,20889850.68647,1075241289.65296,1.94
"10536","39",7,"School/Church",6,3004400.61385,1075241289.65296,0.28
"10537","39",7,"Visit Friends",6,9753275.3308,1075241289.65296,0.91
"10538","39",7,"Visit Friends",7,15150076.57135,1075241289.65296,1.41
"10539","39",7,"Other Social/Rec",5,101201243.11059,1075241289.65296,9.41
"10540","39",7,"Other Social/Rec",6,28993242.76261,1075241289.65296,2.7
"10541","39",7,"Other Social/Rec",7,6467110.23946,1075241289.65296,0.6
"10542","39",7,"Other Social/Rec",8,16311426.83544,1075241289.65296,1.52
"10543","39",7,"Shopping",3,267898544.32516,1075241289.65296,24.92
"10544","39",7,"Shopping",4,30585732.49334,1075241289.65296,2.84
"10545","39",7,"Shopping",5,47470076.27282,1075241289.65296,4.41
"10546","39",7,"Shopping",6,10377239.4412,1075241289.65296,0.97
"10547","39",7,"Shopping",7,1019825.487,1075241289.65296,0.09
"10548","39",7,"Shopping",8,2619764.58942,1075241289.65296,0.24
"10549","39",7,"Other Social/Rec",2,20144526.32233,1075241289.65296,1.87
"10550","39",7,"Other Social/Rec",3,103285629.12978,1075241289.65296,9.61
"10551","39",7,"Other Social/Rec",4,38211311.32602,1075241289.65296,3.55
"10552","04",1,"work",1,141030.2346223,304435027.274613,0.05
"10553","04",1,"work",2,1137614.217809,304435027.274613,0.37
"10554","04",1,"work",3,1188741.3813489,304435027.274613,0.39
"10555","04",1,"work",4,48682.6629421,304435027.274613,0.02
"10556","04",1,"work",5,1472750.6155948,304435027.274613,0.48
"10557","04",1,"work",6,59390.7200642,304435027.274613,0.02
"10558","04",1,"work",7,735363.2830541,304435027.274613,0.24
"10559","04",1,"work",8,184977.5133084,304435027.274613,0.06
"10560","04",1,"Other Fam / Business",7,225350.8058074,304435027.274613,0.07
"10561","04",1,"Other Social/Rec",1,6603893.2469026,304435027.274613,2.17
"10562","04",1,"Other Social/Rec",2,7178089.9800933,304435027.274613,2.36
"10563","04",1,"Other Social/Rec",3,74498602.0855275,304435027.274613,24.47
"10564","04",1,"Other Social/Rec",4,13328829.7175647,304435027.274613,4.38
"10565","04",1,"Other Social/Rec",5,14101315.6212817,304435027.274613,4.63
"10566","04",1,"Other Social/Rec",6,980004.6577606,304435027.274613,0.32
"10567","04",1,"Other Social/Rec",7,2987699.6768787,304435027.274613,0.98
"10568","04",1,"work-related",1,43888.0650744,304435027.274613,0.01
"10569","04",1,"work-related",2,32282.8314644,304435027.274613,0.01
"10570","04",1,"work-related",3,56191.2911016,304435027.274613,0.02
"10571","04",1,"work-related",5,93510.3968281,304435027.274613,0.03
"10572","04",1,"work-related",6,11793.306963,304435027.274613,0
"10573","04",1,"work-related",7,11693.23822,304435027.274613,0
"10574","04",1,"work-related",8,25560.1791485,304435027.274613,0.01
"10575","04",1,"School/Church",6,220780.8499614,304435027.274613,0.07
"10576","04",1,"School/Church",7,84522.694873,304435027.274613,0.03
"10577","04",1,"Other",1,6110.1281298,304435027.274613,0
"10578","04",1,"Other",3,9821.01035,304435027.274613,0
"10579","04",1,"Shopping",1,6311576.0400764,304435027.274613,2.07
"10580","04",1,"Shopping",2,353259.8108136,304435027.274613,0.12
"10581","04",1,"Shopping",3,94879070.9644966,304435027.274613,31.17
"10582","04",1,"Medical",1,3592.7849672,304435027.274613,0
"10583","04",1,"Medical",2,3592.7849672,304435027.274613,0
"10584","04",1,"Medical",3,47058.5317172,304435027.274613,0.02
"10585","04",1,"Vacation",2,70462.3142255,304435027.274613,0.02
"10586","04",1,"Vacation",3,250934.2920461,304435027.274613,0.08
"10587","04",1,"Vacation",5,135230.65003,304435027.274613,0.04
"10588","04",1,"Vacation",6,31655.9547493,304435027.274613,0.01
"10589","04",1,"Vacation",7,7258.2520258,304435027.274613,0
"10590","04",1,"Vacation",8,63210.607938,304435027.274613,0.02
