"","HHSTFIPS","WHYTRP90","TRAVDAY","strt_hr","counts","tot","prop"
"18398","36","Vacation",6,13,499128.1632491,10105256.1101582,4.94
"18399","36","Vacation",6,14,784423.650314,10105256.1101582,7.76
"18400","36","Vacation",6,15,735766.523559,10105256.1101582,7.28
"18401","36","Vacation",6,16,1346692.583483,10105256.1101582,13.33
"18402","36","Vacation",6,17,1247284.1201043,10105256.1101582,12.34
"18403","36","Vacation",6,18,440296.3367034,10105256.1101582,4.36
"18404","36","Vacation",6,19,591364.058592,10105256.1101582,5.85
"18405","36","Vacation",6,20,772037.5132023,10105256.1101582,7.64
"18406","36","Vacation",6,21,9317.3510952,10105256.1101582,0.09
"18407","36","Vacation",6,23,15053.5162767,10105256.1101582,0.15
"18408","36","Vacation",7,0,41310.739286,15219844.3355237,0.27
"18409","36","Vacation",7,1,31630.928182,15219844.3355237,0.21
"18410","36","Vacation",7,5,69671.633843,15219844.3355237,0.46
"18411","36","Vacation",7,6,397293.907638,15219844.3355237,2.61
"18412","36","Vacation",7,7,1052644.590841,15219844.3355237,6.92
"18413","36","Vacation",7,8,1530333.9143438,15219844.3355237,10.05
"18414","36","Vacation",7,9,620214.380987,15219844.3355237,4.08
"18415","36","Vacation",7,10,707710.806163,15219844.3355237,4.65
"18416","36","Vacation",7,11,764770.709344,15219844.3355237,5.02
"18417","36","Vacation",7,12,1053867.937398,15219844.3355237,6.92
"18418","36","Vacation",7,13,1432518.6902489,15219844.3355237,9.41
"18419","36","Vacation",7,14,759544.10495,15219844.3355237,4.99
"18420","36","Vacation",7,15,790248.107461,15219844.3355237,5.19
"18421","36","Vacation",7,16,653165.6857534,15219844.3355237,4.29
"18422","36","Vacation",7,17,1163057.540828,15219844.3355237,7.64
"18423","36","Vacation",7,18,168490.9565207,15219844.3355237,1.11
"18424","36","Vacation",7,19,1400146.5269571,15219844.3355237,9.2
"18425","36","Vacation",7,20,310175.2157657,15219844.3355237,2.04
"18426","36","Vacation",7,21,966247.6547721,15219844.3355237,6.35
"18427","36","Vacation",7,22,250168.514579,15219844.3355237,1.64
"18428","36","Vacation",7,23,1056631.789662,15219844.3355237,6.94
"18429","36","Visit Friends",1,0,1203094.421095,76922819.8744509,1.56
"18430","36","Visit Friends",1,1,58802.545301,76922819.8744509,0.08
"18431","36","Visit Friends",1,5,31982.122587,76922819.8744509,0.04
"18432","36","Visit Friends",1,6,213679.6655553,76922819.8744509,0.28
"18433","36","Visit Friends",1,7,287223.0686119,76922819.8744509,0.37
"18434","36","Visit Friends",1,8,1405600.929688,76922819.8744509,1.83
"18435","36","Visit Friends",1,9,2620207.6594582,76922819.8744509,3.41
"18436","36","Visit Friends",1,10,2771602.02964,76922819.8744509,3.6
"18437","36","Visit Friends",1,11,6209603.5470808,76922819.8744509,8.07
"18438","36","Visit Friends",1,12,6969853.2455014,76922819.8744509,9.06
"18439","36","Visit Friends",1,13,8334337.2014009,76922819.8744509,10.83
"18440","36","Visit Friends",1,14,6594818.7204947,76922819.8744509,8.57
"18441","36","Visit Friends",1,15,6237776.71221,76922819.8744509,8.11
"18442","36","Visit Friends",1,16,6951600.5961685,76922819.8744509,9.04
"18443","36","Visit Friends",1,17,6917855.0494589,76922819.8744509,8.99
"18444","36","Visit Friends",1,18,7359724.8584858,76922819.8744509,9.57
"18445","36","Visit Friends",1,19,4912750.2233774,76922819.8744509,6.39
"18446","36","Visit Friends",1,20,4154293.1465949,76922819.8744509,5.4
"18447","36","Visit Friends",1,21,2034845.749278,76922819.8744509,2.65
"18448","36","Visit Friends",1,22,1304430.4313448,76922819.8744509,1.7
"18449","36","Visit Friends",1,23,348737.9511184,76922819.8744509,0.45
"18450","36","Visit Friends",2,0,1218336.515337,53415774.5849168,2.28
"18451","36","Visit Friends",2,2,499105.15506,53415774.5849168,0.93
"18452","36","Visit Friends",2,4,406421.91852,53415774.5849168,0.76
"18453","36","Visit Friends",2,6,1067180.6210981,53415774.5849168,2
"18454","36","Visit Friends",2,7,681647.4372511,53415774.5849168,1.28
"18455","36","Visit Friends",2,8,1107027.1571172,53415774.5849168,2.07
"18456","36","Visit Friends",2,9,2714765.4304082,53415774.5849168,5.08
"18457","36","Visit Friends",2,10,2565314.9032596,53415774.5849168,4.8
"18458","36","Visit Friends",2,11,2238020.2093255,53415774.5849168,4.19
"18459","36","Visit Friends",2,12,2325157.9826899,53415774.5849168,4.35
"18460","36","Visit Friends",2,13,2641852.469125,53415774.5849168,4.95
"18461","36","Visit Friends",2,14,2884517.9514662,53415774.5849168,5.4
"18462","36","Visit Friends",2,15,4407974.51978,53415774.5849168,8.25
"18463","36","Visit Friends",2,16,4259259.7671523,53415774.5849168,7.97
"18464","36","Visit Friends",2,17,5589625.2161238,53415774.5849168,10.46
"18465","36","Visit Friends",2,18,4042921.7865661,53415774.5849168,7.57
"18466","36","Visit Friends",2,19,4265783.3663325,53415774.5849168,7.99
"18467","36","Visit Friends",2,20,4068549.0235308,53415774.5849168,7.62
"18468","36","Visit Friends",2,21,3319906.9955601,53415774.5849168,6.22
"18469","36","Visit Friends",2,22,1926876.8297024,53415774.5849168,3.61
"18470","36","Visit Friends",2,23,1185529.329511,53415774.5849168,2.22
"18471","36","Visit Friends",3,0,144013.028678,45591506.3159862,0.32
"18472","36","Visit Friends",3,2,63600.891425,45591506.3159862,0.14
"18473","36","Visit Friends",3,4,82472.286173,45591506.3159862,0.18
"18474","36","Visit Friends",3,5,228325.567402,45591506.3159862,0.5
"18475","36","Visit Friends",3,6,802632.317907,45591506.3159862,1.76
"18476","36","Visit Friends",3,7,311529.3478547,45591506.3159862,0.68
"18477","36","Visit Friends",3,8,936202.439994,45591506.3159862,2.05
"18478","36","Visit Friends",3,9,1250660.6364745,45591506.3159862,2.74
"18479","36","Visit Friends",3,10,3225808.0757022,45591506.3159862,7.08
"18480","36","Visit Friends",3,11,2395408.198739,45591506.3159862,5.25
"18481","36","Visit Friends",3,12,2058211.7490888,45591506.3159862,4.51
"18482","36","Visit Friends",3,13,1765722.1580342,45591506.3159862,3.87
"18483","36","Visit Friends",3,14,4140198.2300431,45591506.3159862,9.08
"18484","36","Visit Friends",3,15,3139577.7354947,45591506.3159862,6.89
"18485","36","Visit Friends",3,16,4773583.2112381,45591506.3159862,10.47
"18486","36","Visit Friends",3,17,4842805.8784148,45591506.3159862,10.62
"18487","36","Visit Friends",3,18,4767892.0057616,45591506.3159862,10.46
"18488","36","Visit Friends",3,19,3954518.3986862,45591506.3159862,8.67
"18489","36","Visit Friends",3,20,3343370.8721585,45591506.3159862,7.33
"18490","36","Visit Friends",3,21,1420205.621509,45591506.3159862,3.12
"18491","36","Visit Friends",3,22,1059809.9369368,45591506.3159862,2.32
"18492","36","Visit Friends",3,23,884957.728271,45591506.3159862,1.94
"18493","36","Visit Friends",4,0,629344.231711,51550850.9069042,1.22
"18494","36","Visit Friends",4,1,318635.43346,51550850.9069042,0.62
"18495","36","Visit Friends",4,4,73886.200927,51550850.9069042,0.14
"18496","36","Visit Friends",4,6,177085.782656,51550850.9069042,0.34
"18497","36","Visit Friends",4,7,865808.666269,51550850.9069042,1.68
"18498","36","Visit Friends",4,8,1045863.3710576,51550850.9069042,2.03
"18499","36","Visit Friends",4,9,1664889.1683288,51550850.9069042,3.23
"18500","36","Visit Friends",4,10,5032847.0328993,51550850.9069042,9.76
"18501","36","Visit Friends",4,11,2802683.2788521,51550850.9069042,5.44
"18502","36","Visit Friends",4,12,2561836.7251288,51550850.9069042,4.97
"18503","36","Visit Friends",4,13,3761407.1304617,51550850.9069042,7.3
"18504","36","Visit Friends",4,14,4919034.9170696,51550850.9069042,9.54
"18505","36","Visit Friends",4,15,5833788.4635081,51550850.9069042,11.32
"18506","36","Visit Friends",4,16,4848053.413576,51550850.9069042,9.4
"18507","36","Visit Friends",4,17,4030869.6061865,51550850.9069042,7.82
"18508","36","Visit Friends",4,18,4264992.2904493,51550850.9069042,8.27
"18509","36","Visit Friends",4,19,3613457.3218562,51550850.9069042,7.01
"18510","36","Visit Friends",4,20,1919117.9631889,51550850.9069042,3.72
"18511","36","Visit Friends",4,21,1413021.6566366,51550850.9069042,2.74
"18512","36","Visit Friends",4,22,733498.2055791,51550850.9069042,1.42
"18513","36","Visit Friends",4,23,1040730.0471026,51550850.9069042,2.02
"18514","36","Visit Friends",5,0,94700.248986,36447486.3281612,0.26
"18515","36","Visit Friends",5,2,467642.56594,36447486.3281612,1.28
"18516","36","Visit Friends",5,3,34764.482963,36447486.3281612,0.1
"18517","36","Visit Friends",5,4,139454.15741,36447486.3281612,0.38
"18518","36","Visit Friends",5,5,138736.68229,36447486.3281612,0.38
"18519","36","Visit Friends",5,6,364774.85357,36447486.3281612,1
"18520","36","Visit Friends",5,7,356908.180279,36447486.3281612,0.98
"18521","36","Visit Friends",5,8,1289233.9616406,36447486.3281612,3.54
"18522","36","Visit Friends",5,9,1883118.8621294,36447486.3281612,5.17
"18523","36","Visit Friends",5,10,2598484.1606278,36447486.3281612,7.13
"18524","36","Visit Friends",5,11,2287193.9003517,36447486.3281612,6.28
"18525","36","Visit Friends",5,12,2782024.8438997,36447486.3281612,7.63
"18526","36","Visit Friends",5,13,2152186.9514198,36447486.3281612,5.9
"18527","36","Visit Friends",5,14,1972433.0359178,36447486.3281612,5.41
"18528","36","Visit Friends",5,15,3087292.5580733,36447486.3281612,8.47
"18529","36","Visit Friends",5,16,3341493.6972924,36447486.3281612,9.17
"18530","36","Visit Friends",5,17,4265944.0842894,36447486.3281612,11.7
"18531","36","Visit Friends",5,18,2521537.1787406,36447486.3281612,6.92
"18532","36","Visit Friends",5,19,1622567.2411982,36447486.3281612,4.45
"18533","36","Visit Friends",5,20,2237039.6535454,36447486.3281612,6.14
"18534","36","Visit Friends",5,21,1649327.0396108,36447486.3281612,4.53
"18535","36","Visit Friends",5,22,468918.7375323,36447486.3281612,1.29
"18536","36","Visit Friends",5,23,691709.250454,36447486.3281612,1.9
"18537","36","Visit Friends",6,0,1147081.385547,54943970.178193,2.09
"18538","36","Visit Friends",6,1,661092.21865,54943970.178193,1.2
"18539","36","Visit Friends",6,2,400665.42992,54943970.178193,0.73
"18540","36","Visit Friends",6,3,227900.136955,54943970.178193,0.41
"18541","36","Visit Friends",6,6,341795.523286,54943970.178193,0.62
"18542","36","Visit Friends",6,7,359780.616498,54943970.178193,0.65
"18543","36","Visit Friends",6,8,396735.620888,54943970.178193,0.72
"18544","36","Visit Friends",6,9,1055083.1677862,54943970.178193,1.92
"18545","36","Visit Friends",6,10,2766752.3003565,54943970.178193,5.04
"18546","36","Visit Friends",6,11,2938541.7316071,54943970.178193,5.35
"18547","36","Visit Friends",6,12,3496649.5481907,54943970.178193,6.36
"18548","36","Visit Friends",6,13,2712444.6530642,54943970.178193,4.94
"18549","36","Visit Friends",6,14,3268709.7385998,54943970.178193,5.95
"18550","36","Visit Friends",6,15,6267589.9667138,54943970.178193,11.41
"18551","36","Visit Friends",6,16,5312508.7505235,54943970.178193,9.67
"18552","36","Visit Friends",6,17,4278140.5599513,54943970.178193,7.79
"18553","36","Visit Friends",6,18,5200928.6572817,54943970.178193,9.47
"18554","36","Visit Friends",6,19,3312246.2818263,54943970.178193,6.03
"18555","36","Visit Friends",6,20,2420536.972876,54943970.178193,4.41
"18556","36","Visit Friends",6,21,3939137.2829419,54943970.178193,7.17
"18557","36","Visit Friends",6,22,2266345.963846,54943970.178193,4.12
"18558","36","Visit Friends",6,23,2173303.670884,54943970.178193,3.96
"18559","36","Visit Friends",7,0,1851794.0370318,99468450.6715817,1.86
"18560","36","Visit Friends",7,1,608204.326353,99468450.6715817,0.61
"18561","36","Visit Friends",7,2,129192.983855,99468450.6715817,0.13
"18562","36","Visit Friends",7,3,1175301.55736,99468450.6715817,1.18
"18563","36","Visit Friends",7,5,188771.72995,99468450.6715817,0.19
"18564","36","Visit Friends",7,6,48640.03861,99468450.6715817,0.05
"18565","36","Visit Friends",7,7,865933.8180378,99468450.6715817,0.87
"18566","36","Visit Friends",7,8,3126679.5719632,99468450.6715817,3.14
"18567","36","Visit Friends",7,9,3775617.632651,99468450.6715817,3.8
"18568","36","Visit Friends",7,10,5412532.3510269,99468450.6715817,5.44
"18569","36","Visit Friends",7,11,5987962.4272439,99468450.6715817,6.02
"18570","36","Visit Friends",7,12,5903775.5395056,99468450.6715817,5.94
"18571","36","Visit Friends",7,13,8810484.2103828,99468450.6715817,8.86
"18572","36","Visit Friends",7,14,9107900.1407805,99468450.6715817,9.16
"18573","36","Visit Friends",7,15,7012975.9176142,99468450.6715817,7.05
"18574","36","Visit Friends",7,16,7473746.4873369,99468450.6715817,7.51
"18575","36","Visit Friends",7,17,7971151.2765181,99468450.6715817,8.01
"18576","36","Visit Friends",7,18,6811862.8097647,99468450.6715817,6.85
"18577","36","Visit Friends",7,19,6369548.2991757,99468450.6715817,6.4
"18578","36","Visit Friends",7,20,6334307.4877367,99468450.6715817,6.37
"18579","36","Visit Friends",7,21,5508336.9111007,99468450.6715817,5.54
"18580","36","Visit Friends",7,22,2101871.1255174,99468450.6715817,2.11
"18581","36","Visit Friends",7,23,2891859.9920658,99468450.6715817,2.91
"18582","37","work",1,0,332014.432345,55830447.2167707,0.59
"18583","37","work",1,1,98844.655691,55830447.2167707,0.18
"18584","37","work",1,2,278360.265151,55830447.2167707,0.5
"18585","37","work",1,4,1195171.507953,55830447.2167707,2.14
"18586","37","work",1,5,1776277.275138,55830447.2167707,3.18
"18587","37","work",1,6,2529783.638945,55830447.2167707,4.53
"18588","37","work",1,7,3875045.636009,55830447.2167707,6.94
"18589","37","work",1,8,3700858.08584,55830447.2167707,6.63
"18590","37","work",1,9,4410386.718792,55830447.2167707,7.9
"18591","37","work",1,10,2998842.485627,55830447.2167707,5.37
"18592","37","work",1,11,1532524.5768573,55830447.2167707,2.74
"18593","37","work",1,12,2162072.9086923,55830447.2167707,3.87
"18594","37","work",1,13,2213249.477683,55830447.2167707,3.96
"18595","37","work",1,14,3946801.4563788,55830447.2167707,7.07
"18596","37","work",1,15,4923012.920284,55830447.2167707,8.82
"18597","37","work",1,16,3064694.468364,55830447.2167707,5.49
"18598","37","work",1,17,2650094.718465,55830447.2167707,4.75
"18599","37","work",1,18,2640415.444117,55830447.2167707,4.73
"18600","37","work",1,19,4678670.377712,55830447.2167707,8.38
"18601","37","work",1,20,1258452.807584,55830447.2167707,2.25
"18602","37","work",1,21,1662886.9810445,55830447.2167707,2.98
"18603","37","work",1,22,2327371.139247,55830447.2167707,4.17
"18604","37","work",1,23,1574615.2388508,55830447.2167707,2.82
"18605","37","work",2,0,1652501.94543,276471053.279801,0.6
"18606","37","work",2,1,187609.16981,276471053.279801,0.07
"18607","37","work",2,2,1892725.232513,276471053.279801,0.68
"18608","37","work",2,3,83536.707281,276471053.279801,0.03
"18609","37","work",2,4,6156950.319599,276471053.279801,2.23
"18610","37","work",2,5,7976082.4759778,276471053.279801,2.88
"18611","37","work",2,6,24109695.7054059,276471053.279801,8.72
"18612","37","work",2,7,43828076.8727821,276471053.279801,15.85
"18613","37","work",2,8,19868984.7038017,276471053.279801,7.19
"18614","37","work",2,9,7684319.5774592,276471053.279801,2.78
"18615","37","work",2,10,9236292.96469,276471053.279801,3.34
"18616","37","work",2,11,5035191.6512177,276471053.279801,1.82
"18617","37","work",2,12,10216594.8298423,276471053.279801,3.7
"18618","37","work",2,13,11892939.5660551,276471053.279801,4.3
"18619","37","work",2,14,11265920.0432249,276471053.279801,4.07
"18620","37","work",2,15,18893835.1733033,276471053.279801,6.83
"18621","37","work",2,16,24685060.3702472,276471053.279801,8.93
"18622","37","work",2,17,35779257.5315154,276471053.279801,12.94
"18623","37","work",2,18,12620565.9721059,276471053.279801,4.56
"18624","37","work",2,19,8888049.3576012,276471053.279801,3.21
"18625","37","work",2,20,4745890.727813,276471053.279801,1.72
"18626","37","work",2,21,2821305.8148601,276471053.279801,1.02
"18627","37","work",2,22,4898850.548621,276471053.279801,1.77
"18628","37","work",2,23,2050816.018644,276471053.279801,0.74
"18629","37","work",3,0,1233284.411396,259485465.738234,0.48
"18630","37","work",3,1,281422.770929,259485465.738234,0.11
"18631","37","work",3,2,143381.266847,259485465.738234,0.06
"18632","37","work",3,3,917263.644654,259485465.738234,0.35
"18633","37","work",3,4,2306301.8764835,259485465.738234,0.89
"18634","37","work",3,5,11851617.0325261,259485465.738234,4.57
"18635","37","work",3,6,33777722.2879714,259485465.738234,13.02
"18636","37","work",3,7,37003223.294003,259485465.738234,14.26
"18637","37","work",3,8,16121848.4452277,259485465.738234,6.21
"18638","37","work",3,9,8453832.7260026,259485465.738234,3.26
"18639","37","work",3,10,4834387.9475674,259485465.738234,1.86
"18640","37","work",3,11,3231793.9350904,259485465.738234,1.25
"18641","37","work",3,12,6287227.1208356,259485465.738234,2.42
"18642","37","work",3,13,10709341.2267365,259485465.738234,4.13
"18643","37","work",3,14,6513095.2522355,259485465.738234,2.51
"18644","37","work",3,15,24276046.8388823,259485465.738234,9.36
"18645","37","work",3,16,21810634.552931,259485465.738234,8.41
"18646","37","work",3,17,34638554.1391898,259485465.738234,13.35
"18647","37","work",3,18,9948942.5606775,259485465.738234,3.83
"18648","37","work",3,19,7084951.8674241,259485465.738234,2.73
"18649","37","work",3,20,5658839.510982,259485465.738234,2.18
"18650","37","work",3,21,4638655.3488906,259485465.738234,1.79
"18651","37","work",3,22,3844103.956553,259485465.738234,1.48
"18652","37","work",3,23,3918993.7241978,259485465.738234,1.51
"18653","37","work",4,-1,226708.22993,245120508.245422,0.09
"18654","37","work",4,0,425486.080052,245120508.245422,0.17
"18655","37","work",4,1,611093.335133,245120508.245422,0.25
"18656","37","work",4,2,590469.23778,245120508.245422,0.24
"18657","37","work",4,3,261517.89403,245120508.245422,0.11
"18658","37","work",4,4,4446458.046569,245120508.245422,1.81
"18659","37","work",4,5,11748638.8678519,245120508.245422,4.79
"18660","37","work",4,6,23891245.206403,245120508.245422,9.75
"18661","37","work",4,7,31186587.0344353,245120508.245422,12.72
"18662","37","work",4,8,22511596.9458888,245120508.245422,9.18
"18663","37","work",4,9,5779789.9596065,245120508.245422,2.36
"18664","37","work",4,10,3651557.6981179,245120508.245422,1.49
"18665","37","work",4,11,2662250.6281031,245120508.245422,1.09
"18666","37","work",4,12,7831341.8716717,245120508.245422,3.19
"18667","37","work",4,13,9583403.0873442,245120508.245422,3.91
"18668","37","work",4,14,7918858.9032642,245120508.245422,3.23
"18669","37","work",4,15,17377439.0261506,245120508.245422,7.09
"18670","37","work",4,16,20648329.629571,245120508.245422,8.42
"18671","37","work",4,17,35502685.8321056,245120508.245422,14.48
"18672","37","work",4,18,11918364.2938167,245120508.245422,4.86
"18673","37","work",4,19,7895234.5742533,245120508.245422,3.22
"18674","37","work",4,20,5194485.1601614,245120508.245422,2.12
"18675","37","work",4,21,4786612.422328,245120508.245422,1.95
"18676","37","work",4,22,4006971.593677,245120508.245422,1.63
"18677","37","work",4,23,4463382.687178,245120508.245422,1.82
"18678","37","work",5,0,79941.777557,201370393.242276,0.04
"18679","37","work",5,1,96621.609171,201370393.242276,0.05
"18680","37","work",5,2,290678.42234,201370393.242276,0.14
"18681","37","work",5,3,16485.133043,201370393.242276,0.01
"18682","37","work",5,4,2314225.829218,201370393.242276,1.15
"18683","37","work",5,5,5883500.6490565,201370393.242276,2.92
"18684","37","work",5,6,22085559.1929542,201370393.242276,10.97
"18685","37","work",5,7,32250805.3695484,201370393.242276,16.02
"18686","37","work",5,8,10596649.5816119,201370393.242276,5.26
"18687","37","work",5,9,6406519.5117974,201370393.242276,3.18
"18688","37","work",5,10,4707945.0240794,201370393.242276,2.34
"18689","37","work",5,11,5468519.0060935,201370393.242276,2.72
"18690","37","work",5,12,7993884.5232678,201370393.242276,3.97
"18691","37","work",5,13,8623168.742977,201370393.242276,4.28
"18692","37","work",5,14,10788443.100036,201370393.242276,5.36
"18693","37","work",5,15,15966619.9582939,201370393.242276,7.93
"18694","37","work",5,16,17426106.2090039,201370393.242276,8.65
"18695","37","work",5,17,22916079.0735325,201370393.242276,11.38
"18696","37","work",5,18,10275446.8797844,201370393.242276,5.1
"18697","37","work",5,19,4409047.9226182,201370393.242276,2.19
"18698","37","work",5,20,4546585.541231,201370393.242276,2.26
"18699","37","work",5,21,4159022.7156763,201370393.242276,2.07
"18700","37","work",5,22,1942498.2404942,201370393.242276,0.96
"18701","37","work",5,23,2126039.228891,201370393.242276,1.06
"18702","37","work",6,0,1778991.454043,207912724.403984,0.86
"18703","37","work",6,2,818899.374505,207912724.403984,0.39
"18704","37","work",6,3,483493.98934,207912724.403984,0.23
"18705","37","work",6,4,1173730.675633,207912724.403984,0.56
"18706","37","work",6,5,5665581.0671255,207912724.403984,2.72
"18707","37","work",6,6,21186996.2993751,207912724.403984,10.19
"18708","37","work",6,7,31447954.8299423,207912724.403984,15.13
"18709","37","work",6,8,17572368.566033,207912724.403984,8.45
"18710","37","work",6,9,6312505.1400899,207912724.403984,3.04
"18711","37","work",6,10,5305136.591422,207912724.403984,2.55
"18712","37","work",6,11,3134869.9707074,207912724.403984,1.51
"18713","37","work",6,12,9681447.6719962,207912724.403984,4.66
"18714","37","work",6,13,6302017.3472433,207912724.403984,3.03
"18715","37","work",6,14,7994116.273755,207912724.403984,3.84
"18716","37","work",6,15,18497750.3659927,207912724.403984,8.9
"18717","37","work",6,16,20787764.4849003,207912724.403984,10
"18718","37","work",6,17,17926360.8063379,207912724.403984,8.62
"18719","37","work",6,18,12079743.538759,207912724.403984,5.81
"18720","37","work",6,19,5654236.049827,207912724.403984,2.72
"18721","37","work",6,20,5337110.376478,207912724.403984,2.57
"18722","37","work",6,21,3081804.930828,207912724.403984,1.48
"18723","37","work",6,22,4662765.648682,207912724.403984,2.24
"18724","37","work",6,23,1027078.950968,207912724.403984,0.49
"18725","37","work",7,0,516077.98767,80410445.7068936,0.64
"18726","37","work",7,1,492188.75419,80410445.7068936,0.61
"18727","37","work",7,2,557023.98719,80410445.7068936,0.69
"18728","37","work",7,3,108118.40286,80410445.7068936,0.13
"18729","37","work",7,4,1167101.6780417,80410445.7068936,1.45
"18730","37","work",7,5,3905100.2551316,80410445.7068936,4.86
"18731","37","work",7,6,5797341.3305325,80410445.7068936,7.21
"18732","37","work",7,7,3712636.3437575,80410445.7068936,4.62
"18733","37","work",7,8,5296581.793829,80410445.7068936,6.59
"18734","37","work",7,9,4109444.4281832,80410445.7068936,5.11
"18735","37","work",7,10,3447906.406789,80410445.7068936,4.29
"18736","37","work",7,11,3997988.953942,80410445.7068936,4.97
"18737","37","work",7,12,6152174.137443,80410445.7068936,7.65
"18738","37","work",7,13,2159720.848439,80410445.7068936,2.69
"18739","37","work",7,14,3380985.1052913,80410445.7068936,4.2
"18740","37","work",7,15,7148619.0779825,80410445.7068936,8.89
"18741","37","work",7,16,4895278.5965785,80410445.7068936,6.09
"18742","37","work",7,17,5924909.9480871,80410445.7068936,7.37
"18743","37","work",7,18,5781246.8300533,80410445.7068936,7.19
"18744","37","work",7,19,3623507.634179,80410445.7068936,4.51
"18745","37","work",7,20,1717812.066479,80410445.7068936,2.14
"18746","37","work",7,21,1891138.7153444,80410445.7068936,2.35
"18747","37","work",7,22,3077829.760357,80410445.7068936,3.83
"18748","37","work",7,23,1549712.664543,80410445.7068936,1.93
"18749","37","Other Social/Rec",1,0,1888232.541294,257327637.485223,0.73
"18750","37","Other Social/Rec",1,1,667846.590641,257327637.485223,0.26
"18751","37","Other Social/Rec",1,4,327984.12888,257327637.485223,0.13
"18752","37","Other Social/Rec",1,5,210361.3254227,257327637.485223,0.08
"18753","37","Other Social/Rec",1,6,2408386.701909,257327637.485223,0.94
"18754","37","Other Social/Rec",1,7,4051323.57068,257327637.485223,1.57
"18755","37","Other Social/Rec",1,8,2819722.62964376,257327637.485223,1.1
"18756","37","Other Social/Rec",1,9,11055457.9634893,257327637.485223,4.3
"18757","37","Other Social/Rec",1,10,11463806.7298149,257327637.485223,4.45
"18758","37","Other Social/Rec",1,11,14917944.5228444,257327637.485223,5.8
"18759","37","Other Social/Rec",1,12,26425093.7024738,257327637.485223,10.27
"18760","37","Other Social/Rec",1,13,24118534.6816925,257327637.485223,9.37
"18761","37","Other Social/Rec",1,14,25642516.7595915,257327637.485223,9.96
"18762","37","Other Social/Rec",1,15,16608039.4605978,257327637.485223,6.45
"18763","37","Other Social/Rec",1,16,23988514.7100366,257327637.485223,9.32
"18764","37","Other Social/Rec",1,17,20917149.4183872,257327637.485223,8.13
"18765","37","Other Social/Rec",1,18,20978269.6659672,257327637.485223,8.15
"18766","37","Other Social/Rec",1,19,22286922.7002509,257327637.485223,8.66
"18767","37","Other Social/Rec",1,20,12349738.7278652,257327637.485223,4.8
"18768","37","Other Social/Rec",1,21,10893199.5343081,257327637.485223,4.23
"18769","37","Other Social/Rec",1,22,2356743.2271988,257327637.485223,0.92
"18770","37","Other Social/Rec",1,23,951848.192234,257327637.485223,0.37
"18771","37","Other Social/Rec",2,0,855890.259125,208157389.027802,0.41
"18772","37","Other Social/Rec",2,2,137890.55606,208157389.027802,0.07
"18773","37","Other Social/Rec",2,4,868466.11766,208157389.027802,0.42
"18774","37","Other Social/Rec",2,5,549842.8069063,208157389.027802,0.26
"18775","37","Other Social/Rec",2,6,4464529.110564,208157389.027802,2.14
"18776","37","Other Social/Rec",2,7,4567922.4868744,208157389.027802,2.19
"18777","37","Other Social/Rec",2,8,7646515.9476148,208157389.027802,3.67
"18778","37","Other Social/Rec",2,9,10356026.411775,208157389.027802,4.98
"18779","37","Other Social/Rec",2,10,8396370.9319601,208157389.027802,4.03
"18780","37","Other Social/Rec",2,11,17749848.6474434,208157389.027802,8.53
"18781","37","Other Social/Rec",2,12,15763957.317795,208157389.027802,7.57
"18782","37","Other Social/Rec",2,13,9488617.3977977,208157389.027802,4.56
"18783","37","Other Social/Rec",2,14,8805472.4199425,208157389.027802,4.23
"18784","37","Other Social/Rec",2,15,13115028.550792,208157389.027802,6.3
"18785","37","Other Social/Rec",2,16,13388610.0258336,208157389.027802,6.43
"18786","37","Other Social/Rec",2,17,26101610.6166184,208157389.027802,12.54
"18787","37","Other Social/Rec",2,18,27546903.2962181,208157389.027802,13.23
"18788","37","Other Social/Rec",2,19,22274841.9049756,208157389.027802,10.7
"18789","37","Other Social/Rec",2,20,7800961.79240874,208157389.027802,3.75
"18790","37","Other Social/Rec",2,21,5171612.5907391,208157389.027802,2.48
"18791","37","Other Social/Rec",2,22,2872005.072235,208157389.027802,1.38
"18792","37","Other Social/Rec",2,23,234464.766463,208157389.027802,0.11
"18793","37","Other Social/Rec",3,0,35146.918895,209965824.260165,0.02
"18794","37","Other Social/Rec",3,2,41029.678241,209965824.260165,0.02
"18795","37","Other Social/Rec",3,4,137844.809324,209965824.260165,0.07
"18796","37","Other Social/Rec",3,5,740777.6034363,209965824.260165,0.35
"18797","37","Other Social/Rec",3,6,5474431.5313883,209965824.260165,2.61
"18798","37","Other Social/Rec",3,7,4800881.1688721,209965824.260165,2.29
"18799","37","Other Social/Rec",3,8,9415153.13163072,209965824.260165,4.48
"18800","37","Other Social/Rec",3,9,9031089.07741027,209965824.260165,4.3
"18801","37","Other Social/Rec",3,10,8863972.54787692,209965824.260165,4.22
"18802","37","Other Social/Rec",3,11,10509640.2783209,209965824.260165,5.01
"18803","37","Other Social/Rec",3,12,15008187.3696801,209965824.260165,7.15
"18804","37","Other Social/Rec",3,13,11173189.1796983,209965824.260165,5.32
"18805","37","Other Social/Rec",3,14,8364419.28207984,209965824.260165,3.98
"18806","37","Other Social/Rec",3,15,17761739.5678371,209965824.260165,8.46
"18807","37","Other Social/Rec",3,16,14721949.3281212,209965824.260165,7.01
"18808","37","Other Social/Rec",3,17,21447454.5270836,209965824.260165,10.21
